name,price,link,image
"Applique de salle de bain en forme de goutte à 3 lampes abat-jour en verre transparent CANVAS, nickel brossé",39.93,https://www.canadiantire.ca/fr/pdp/applique-de-salle-de-bain-en-forme-de-goutte-a-3-lampes-abat-jour-en-verre-transparent-canvas-nickel-brosse-0529295p.html,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0529295/canvas-amelia-3-light-brushed-nickel-vanity-light-059a7d81-348e-4476-829b-4adf85197f6d-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Applique de salle de bain à 3 lampes abat-jour en verre transparent CANVAS Sadie, chrome",39.93,https://www.canadiantire.ca/fr/pdp/applique-de-salle-de-bain-a-3-lampes-abat-jour-en-verre-transparent-canvas-sadie-chrome-0527880p.html,https://media-www.canadiantire.ca/product/living/home-decor/lighting/0527880/canvas-sadie-3-light-vanity-light-70931643-6023-4f77-b36b-dcd71d66a622-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Roue/jante en alliage CRW GT1 pour véhicule de tourisme/VUM, noir lustré",127.99,https://www.canadiantire.ca/fr/pdp/roue-jante-en-alliage-crw-gt1-pour-vehicule-de-tourisme-vum-noir-lustre-2410655p.html,https://media-www.canadiantire.ca/product/automotive/tires/wheels-and-accessories/2410693/crw-gt1-alloy-wheel-gloss-black-18x8-0-5x100-c-bore-54-1-10004ad6-dc05-4833-a138-fb4f1ea88a3c-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Bouteille d'eau réutilisable portative isotherme en acier inoxydable avec paille intégrée Owala FreeSip, couleurs variées, 24 oz",29.93,https://www.canadiantire.ca/fr/pdp/bouteille-d-eau-reutilisable-portative-isotherme-en-acier-inoxydable-avec-paille-integree-owala-freesip-couleurs-variees-24-oz-2420884p.html,https://media-www.canadiantire.ca/product/living/kitchen/food-storage/2423489/owala-24oz-freesip-in-very-very-dark-black-water-bottle-7d6fbd9e-20c8-40d8-a5cf-8abf7c7a004f-jpgrendition.jpg?im=whresize&wid=200&hei=200
Pneu MotorMaster Winter Edge HD pour camionnette et VUS,185.99,https://www.canadiantire.ca/fr/pdp/pneu-motormaster-winter-edge-hd-pour-camionnette-et-vus-0061082p.html,https://media-www.canadiantire.ca/product/automotive/tires/winter-tires/0061098/-p235-65r16-120-116r-motomaster-winter-edge-hd-d0a35600-f970-4f8f-9b47-4b81ad7a4803-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Roue/jante en alliage CRW GT1 pour véhicule de tourisme/VUM, gris métallisé",133.99,https://www.canadiantire.ca/fr/pdp/roue-jante-en-alliage-crw-gt1-pour-vehicule-de-tourisme-vum-gris-metallise-2410656p.html,https://media-www.canadiantire.ca/product/automotive/tires/wheels-and-accessories/2410678/crw-gt1-alloy-wheel-gunmetal-grey-17x7-0-5x114-3-c-bore-67-1-be8d5096-a8b8-4853-bb44-6e5e91c1e1f6-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tasse isotherme en acier inoxydable Manna Tahoe avec couvercle étanche, 20 oz",13.93,https://www.canadiantire.ca/fr/pdp/tasse-isotherme-en-acier-inoxydable-manna-tahoe-avec-couvercle-etanche-20-oz-1426324p.html,https://media-www.canadiantire.ca/product/living/kitchen/food-storage/1426324/manna-tahoe-stainless-steel-insulated-mug-d780186a-7e9d-423b-8d3f-708d66b23360-jpgrendition.jpg?im=whresize&wid=200&hei=200
Pneu Michelin Pilot Sport A/S 4 pour véhicules de tourisme et multisegments,298.99,https://www.canadiantire.ca/fr/pdp/pneu-michelin-pilot-sport-a-s-4-pour-vehicules-de-tourisme-et-multisegments-3085780p.html,https://media-www.canadiantire.ca/product/automotive/tires/performance-tires/0073605/p215-50r17-95y-michelin-pilot-sport-a-s-4--d8a54d70-3dc5-4a30-9e2e-32e6874a4df6-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Bâton de hockey en composite CCM RibCor Prime, jeunes, violet et noir",39.93,https://www.canadiantire.ca/fr/pdp/baton-de-hockey-en-composite-ccm-ribcor-prime-jeunes-violet-et-noir-1830440p.html,https://media-www.canadiantire.ca/product/playing/hockey/hockey-sticks/1830444/ccm-ribcor-prime-hockey-stick-youth-flex-30-left-cb427981-c314-4550-83ae-e910ce8c1cd6-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Robinet de lavabo de salle de bains central évasé Kohler Elliston, à double poignée, 8-16 po, chrome",149.93,https://www.canadiantire.ca/fr/pdp/robinet-de-lavabo-de-salle-de-bains-central-evase-kohler-elliston-a-double-poignee-8-16-po-chrome-0634712p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0634712/kohler-elliston-widespread-bathroom-faucet-chrome-604a6c4f-b416-46b4-98c6-bd9bdedbcc2e-jpgrendition.jpg?im=whresize&wid=200&hei=200
Autocollant mural interactif Wall Stories Sesame Street,14.93,https://www.canadiantire.ca/fr/pdp/autocollant-mural-interactif-wall-stories-sesame-street-3998173p.html,https://media-www.canadiantire.ca/product/fixing/paint/paints/3998173/wall-stories-sesame-street-interactive-wall-sticker-fe8bdea5-cc05-4a63-988b-6bddb3aee548-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Robinet de lavabo de salle de bains central Kohler Elliston, poignée simple et trou unique, 4 po, nickel brossé",119.93,https://www.canadiantire.ca/fr/pdp/robinet-de-lavabo-de-salle-de-bains-central-kohler-elliston-poignee-simple-et-trou-unique-4-po-nickel-brosse-0634709p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0634709/kohler-elliston-single-handle-bathroom-faucet-brushed-nickel-43a5945d-2092-474a-a61b-8a05ba57e58b.png?im=whresize&wid=200&hei=200
Démarreur à distance SmartStart 3G,14.93,https://www.canadiantire.ca/fr/pdp/demarreur-a-distance-smartstart-3g-0340841p.html,https://media-www.canadiantire.ca/product/automotive/car-care-accessories/auto-electronics/0340841/smartstart-3g-remote-starter-d554ce87-b7eb-4d01-828e-af7e593ef90b-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Jante en alliage pour camions Trail Boss Rebel, noir satiné",151.89,https://www.canadiantire.ca/fr/pdp/jante-en-alliage-pour-camions-trail-boss-rebel-noir-satine-1412224p.html,https://media-www.canadiantire.ca/product/automotive/tires/wheels-and-accessories/1412229/20-trail-boss-rebel--31d6b839-3245-40b1-b32a-248f4660adc2-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Litière agglomérante légère Okocat, 5 kg",15.93,https://www.canadiantire.ca/fr/pdp/litiere-agglomerante-legere-okocat-5-kg-1426972p.html,https://media-www.canadiantire.ca/product/living/pet-care/pet-accessories/1426972/okocat-featherweight-clumping-cat-litter-5kg-14049146-0179-448c-8b71-bee9fa379b92-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Porte-serviettes/barre à serviettes simple pour salle de bain Moen Sage, nickel brossé, 18 po",29.93,https://www.canadiantire.ca/fr/pdp/porte-serviettes-barre-a-serviettes-simple-pour-salle-de-bain-moen-sage-nickel-brosse-18-po-0636219p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636219/moen-sage-18-towel-bar-brushed-nickel-624bd34f-2ab1-4367-99de-f1b907d3cb74-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Grille de rechange Broan FG101 NuTone pour ventilateurs d'évacuation série économique, blanc, 9-1/4 x 9-3/4 po",14.93,https://www.canadiantire.ca/fr/pdp/grille-de-rechange-broan-fg101-nutone-pour-ventilateurs-d-evacuation-serie-economique-blanc-9-1-4-x-9-3-4-po-0522700p.html,https://media-www.canadiantire.ca/product/fixing/home-environment/home-air-quality-accessories/0522700/grill-replacement-white-modern-for-exhaust-fan-555adde0-5ebd-487f-86e4-2783fd99fd38-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Meuble-lavabo simple CANVAS Brooks à 2 portes, dessus en pierre, 24 po, blanc",89.93,https://www.canadiantire.ca/fr/pdp/meuble-lavabo-simple-canvas-brooks-a-2-portes-dessus-en-pierre-24-po-blanc-0636347p.html,https://media-www.canadiantire.ca/product/fixing/plumbing/faucets-fixtures/0636347/canvas-brooks-24-chevron-style-vanity-double-doors-white-2da9c522-7f30-4654-9764-a202f9dd74c3-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tabouret de comptoir/bar similicuir capitonné et chrome hauteur réglable For Living, blanc",59.93,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-similicuir-capitonne-et-chrome-hauteur-reglable-for-living-blanc-0687041p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687041/for-living-tufted-bar-stool-white-cf2c5592-7b16-461e-a331-4d5a4fad73d9-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Range-accessoires de douche sur montant à tension Type A, en aluminium, résistant à la rouille avec crochets et tablettes réglables",39.93,https://www.canadiantire.ca/fr/pdp/range-accessoires-de-douche-sur-montant-a-tension-type-a-en-aluminium-resistant-a-la-rouille-avec-crochets-et-tablettes-reglables-0634807p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0634807/type-a-forte-4-tier-tension-pole-shower-caddy-aluminum-c0e85dc3-8021-4a9b-ac3a-e2214033b669-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tabouret de bar en bois et similicuir pu avec dossier CANVAS Parsons, brun foncé",79.93,https://www.canadiantire.ca/fr/pdp/tabouret-de-bar-en-bois-et-similicuir-pu-avec-dossier-canvas-parsons-brun-fonce-0684462p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0684462/canvas-parsons-stool-dark-brown-bde14be0-38bf-4a55-af1b-92acb9f3d4dd-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Doublure de rideau de douche For Living, poids moyen, couleurs variées, 70 x 72 po",8.43,https://www.canadiantire.ca/fr/pdp/doublure-de-rideau-de-douche-for-living-poids-moyen-couleurs-variees-70-x-72-po-0632415p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0632416/for-living-medium-weight-peva-liner-clear-e0369162-23f0-4b63-a516-1f6a7cdb1086-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Porte-outils pour cheveux The Home Edit par iDesign, résistant à la chaleur",14.93,https://www.canadiantire.ca/fr/pdp/porte-outils-pour-cheveux-the-home-edit-par-idesign-resistant-a-la-chaleur-0636323p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636334/the-home-edit-tall-bin-divider-9d5a817d-cf7f-4298-8585-7f03f05b674d-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Diviseur/organisateur de tiroir à 4 compartiments The Home Edit par iDesign, moyen",4.93,https://www.canadiantire.ca/fr/pdp/diviseur-organisateur-de-tiroir-a-4-compartiments-the-home-edit-par-idesign-moyen-0636332p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636334/the-home-edit-tall-bin-divider-32956332-5eb0-40cc-8234-1711321a5f67-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Doublure de rideau de douche Simplicité en CAV/E, poids léger, couleurs variées, 70 x 72 po",4.93,https://www.canadiantire.ca/fr/pdp/doublure-de-rideau-de-douche-simplicite-en-cav-e-poids-leger-couleurs-variees-70-x-72-po-0632418p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0632419/simplicite-light-weight-peva-liner-clear-b7d1d300-794d-4706-9784-4a091b2799c4-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Range-accessoires de douche sur montant à tension Type A, 4 tablettes, antirouille, réglable, blanc",29.93,https://www.canadiantire.ca/fr/pdp/range-accessoires-de-douche-sur-montant-a-tension-type-a-4-tablettes-antirouille-reglable-blanc-0636500p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636500/type-a-4-shelf-tension-pole-caddy-f302bdf2-7565-4edb-b65b-74bd5b31d441-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Doublure de rideau de douche en CAV/E For Living, lourd, couleurs variées, 70 x 72 po",12.93,https://www.canadiantire.ca/fr/pdp/doublure-de-rideau-de-douche-en-cav-e-for-living-lourd-couleurs-variees-70-x-72-po-0632494p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636258/for-living-heavy-weight-peva-liner-clear-656c1dee-a38f-4fb1-af9d-df26f6eb9230-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Radiateur portatif Woods Grab N Go, 10 000 BTU",89.93,https://www.canadiantire.ca/fr/pdp/radiateur-portatif-woods-grab-n-go-10-000-btu-0766331p.html,https://media-www.canadiantire.ca/product/playing/camping/camping-living/0766331/woods-radiant-portable-heater-10k-btu-7165378a-2877-46a3-804b-6e4ed7209324-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Range-accessoires de douche sur montant à tension Type A résistant à la rouille, avec crochets et tablettes réglables",34.93,https://www.canadiantire.ca/fr/pdp/range-accessoires-de-douche-sur-montant-a-tension-type-a-resistant-a-la-rouille-avec-crochets-et-tablettes-reglables-0634806p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0634806/type-a-forte-3-tier-tension-pole-shower-caddy-aluminum-23cc95ba-dc7a-406f-9539-3b852407fe53-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tringle de rideau de douche incurvée en aluminium réglable For Living, montage double, choix de finis, de 50 à 72 po",30.93,https://www.canadiantire.ca/fr/pdp/tringle-de-rideau-de-douche-incurvee-en-aluminium-reglable-for-living-montage-double-choix-de-finis-de-50-a-72-po-0636113p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636113/72-curved-aluminum-dualmount-rod-brushed-nickel-77178ced-0ebe-4a01-a3d8-3d2d80112632-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Diviseur/organisateur de tiroir à 8 compartiments The Home Edit par iDesign, petit",3.93,https://www.canadiantire.ca/fr/pdp/diviseur-organisateur-de-tiroir-a-8-compartiments-the-home-edit-par-idesign-petit-0636331p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636334/the-home-edit-tall-bin-divider-8e5e3f00-23ce-4d18-af35-0f209d41fc55-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Poubelle/corbeille mince en plastique Umbra, blanc, 7,5 L",5.93,https://www.canadiantire.ca/fr/pdp/poubelle-corbeille-mince-en-plastique-umbra-blanc-7-5-l-0635384p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0635379/umbra-slim-black-wastecan-7-5l-e075def1-bdb0-432a-bbe1-0cce4ef99978-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tente de camping en dôme Woods Creekside pour 3 saisons, 4 personnes avec auvent, bâche de pluie et sac de transport",129.93,https://www.canadiantire.ca/fr/pdp/tente-de-camping-en-dome-woods-creekside-pour-3-saisons-4-personnes-avec-auvent-bache-de-pluie-et-sac-de-transport-0766067p.html,https://media-www.canadiantire.ca/product/playing/camping/tents-shelters/0766067/woods-creekside-4-person-tent-bd1747d5-0001-44e7-8dfc-da20c1a0e410-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tabouret de bar réglable CANVAS Dutton avec siège pivotant, noir",,https://www.canadiantire.ca/fr/pdp/tabouret-de-bar-reglable-canvas-dutton-avec-siege-pivotant-noir-1680125p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/1680125/canvas-dutton-stool-5e8f6bb1-d167-4f04-905a-2ffac877a377-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Panier de douche Umbra Flex Gel-Lock, antirouille, avec crochets, blanc",,https://www.canadiantire.ca/fr/pdp/panier-de-douche-umbra-flex-gel-lock-antirouille-avec-crochets-blanc-0636275p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636275/umbra-flex-suction-basket-273efc01-cce7-49b5-90ce-96bce5b08551-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Poubelle/corbeille mince en plastique Umbra, noir, 7,5 L",,https://www.canadiantire.ca/fr/pdp/poubelle-corbeille-mince-en-plastique-umbra-noir-7-5-l-0635379p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0635379/umbra-slim-black-wastecan-7-5l-3e2ce637-29fc-46d1-abc6-0b195bf32713-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tabouret de comptoir/bar similicuir capitonné et chrome hauteur réglable For Living, noir",,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-similicuir-capitonne-et-chrome-hauteur-reglable-for-living-noir-0687925p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687925/for-living-tufted-bar-stool-black-adb21b7b-db23-422a-bf79-12b2312a75c1-jpgrendition.jpg?im=whresize&wid=200&hei=200
"CANVAS Collingwood - Gazebo d'extérieur à toit rigide, 10 x 12 pi",,https://www.canadiantire.ca/fr/pdp/canvas-collingwood-gazebo-d-exterieur-a-toit-rigide-10-x-12-pi-0882022p.html,https://media-www.canadiantire.ca/product/seasonal-gardening/backyard-living/outdoor-furniture/0882022/collingwood-10-x-12-gazebo-27cb5e93-d95d-4104-884a-a1fbaa68f510-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tabouret de comptoir/bar For Living, noir, en similicuir et chrome à hauteur réglable",,https://www.canadiantire.ca/fr/pdp/tabouret-de-comptoir-bar-for-living-noir-en-similicuir-et-chrome-a-hauteur-reglable-0687902p.html,https://media-www.canadiantire.ca/product/living/home-decor/furniture/0687902/for-living-adjustable-stool-black-256c59c3-179d-40fc-b31b-d58f52d91477-jpgrendition.jpg?im=whresize&wid=200&hei=200
Tiroir/étagère organisatrice de pharmacie à 2 niveaux The Home Edit par iDesign,,https://www.canadiantire.ca/fr/pdp/tiroir-etagere-organisatrice-de-pharmacie-a-2-niveaux-the-home-edit-par-idesign-0636326p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636326/the-home-edit-two-tier-medicine-organizer-shelf-b25640a5-cfd4-49cd-b109-d73f30a498d9-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Diviseur/organisateur de tiroir à 14 compartiments The Home Edit par iDesign, grand",,https://www.canadiantire.ca/fr/pdp/diviseur-organisateur-de-tiroir-a-14-compartiments-the-home-edit-par-idesign-grand-0636334p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636334/the-home-edit-tall-bin-divider-ee881ddc-3194-47ce-8cee-bb098aafa97f-jpgrendition.jpg?im=whresize&wid=200&hei=200
Éclairage à DEL de meuble de salle de bain Artika Bubble Cube,,https://www.canadiantire.ca/fr/pdp/eclairage-a-del-de-meuble-de-salle-de-bain-artika-bubble-cube-0521706p.html,https://media-www.canadiantire.ca/product/fixing/electrical/lighting/0521706/artika-bubble-cube-vanity-f9ed99d3-8a95-4962-bc85-645d73cf73a2-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Tente de camping en dôme Woods Creekside pour 3 saisons, 3 personnes avec auvent, bâche de pluie et sac de transport",,https://www.canadiantire.ca/fr/pdp/tente-de-camping-en-dome-woods-creekside-pour-3-saisons-3-personnes-avec-auvent-bache-de-pluie-et-sac-de-transport-0766069p.html,https://media-www.canadiantire.ca/product/playing/camping/tents-shelters/0766069/woods-creekside-3-person-tent-e93ddc19-532c-4cc0-9284-21f6cc22de39-jpgrendition.jpg?im=whresize&wid=200&hei=200
"Range-accessoires de douche For Living sur montant à tension réglable antirouille avec panier, 108 x 11 x 9 po",,https://www.canadiantire.ca/fr/pdp/range-accessoires-de-douche-for-living-sur-montant-a-tension-reglable-antirouille-avec-panier-108-x-11-x-9-po-0636294p.html,https://media-www.canadiantire.ca/product/living/home-decor/bed-bath-decor/0636294/for-living-deep-basket-tension-pole-caddy-satin-nickel-e1f1f6fd-aaf7-428e-bb1e-4fade1552b4a-jpgrendition.jpg?im=whresize&wid=200&hei=200
